Employee_ID,First_Name,Last_Name,Age,Department_Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work,Department,Region,Full_Name
EMP1179,Charlie,Williams,30,Cloud Tech-Nevada,Active,2021-07-11,81017.91,charlie.williams@example.com,2419562524,Excellent,True,Cloud Tech,Nevada,Charlie Williams
EMP1180,Heidi,Jones,40,HR-New York,Pending,2020-08-21,74162.1,heidi.jones@example.com,7150997682,Excellent,False,HR,New York,Heidi Jones
EMP1181,Heidi,Davis,30,DevOps-California,Active,2021-03-27,77668.44,heidi.davis@example.com,8903091435,Good,True,DevOps,California,Heidi Davis
EMP1182,Alice,Miller,30,HR-New York,Active,2024-04-14,67886.37,alice.miller@example.com,3910257431,Poor,False,HR,New York,Alice Miller
EMP1183,Alice,Williams,40,DevOps-Florida,Active,2020-09-21,76614.52,alice.williams@example.com,6303975244,Good,True,DevOps,Florida,Alice Williams
EMP1184,Frank,Smith,25,Finance-Nevada,Active,2022-06-12,51311.91,frank.smith@example.com,864035532,Excellent,False,Finance,Nevada,Frank Smith
EMP1185,Frank,Jones,30,Finance-Illinois,Inactive,2023-12-24,94809.92,frank.jones@example.com,8033968526,Good,True,Finance,Illinois,Frank Jones
EMP1186,Grace,Johnson,25,HR-New York,Pending,2022-07-31,108241.81,grace.johnson@example.com,171302320,Excellent,True,HR,New York,Grace Johnson
EMP1187,Bob,Davis,40,Cloud Tech-New York,Inactive,2023-04-21,78031.49,bob.davis@example.com,2983381673,Good,True,Cloud Tech,New York,Bob Davis
EMP1188,Eva,Davis,35,Admin-California,Active,2020-06-05,85733.83,eva.davis@example.com,2336293448,Excellent,True,Admin,California,Eva Davis
EMP1189,David,Miller,35,HR-Nevada,Pending,2024-07-27,60338.29,david.miller@example.com,7347156626,Excellent,False,HR,Nevada,David Miller
EMP1190,Eva,Davis,30,Admin-Illinois,Active,2024-04-05,103140.67,eva.davis@example.com,7689627065,Excellent,False,Admin,Illinois,Eva Davis
EMP1191,Heidi,Williams,40,Sales-Illinois,Inactive,2023-10-26,114690.8,heidi.williams@example.com,1498282466,Poor,True,Sales,Illinois,Heidi Williams
EMP1192,Frank,Smith,35,Admin-Florida,Active,2022-08-18,80954.56,frank.smith@example.com,4746897151,Good,False,Admin,Florida,Frank Smith
EMP1193,Eva,Davis,30,Cloud Tech-California,Pending,2020-05-31,71728.55,eva.davis@example.com,7323008575,Good,True,Cloud Tech,California,Eva Davis
EMP1194,Alice,Davis,35,HR-Texas,Pending,2024-11-04,118415.8,alice.davis@example.com,6656749159,Good,True,HR,Texas,Alice Davis
EMP1195,Grace,Johnson,40,Sales-Illinois,Pending,2020-03-25,81481.36,grace.johnson@example.com,1692364586,Excellent,False,Sales,Illinois,Grace Johnson
EMP1196,David,Johnson,35,Sales-Florida,Pending,2020-11-04,117040.57,david.johnson@example.com,5066337049,Good,True,Sales,Florida,David Johnson
EMP1197,Frank,Brown,25,Sales-Nevada,Active,2020-03-21,67342.06,frank.brown@example.com,2497243991,Good,True,Sales,Nevada,Frank Brown
EMP1198,Heidi,Jones,30,Sales-Illinois,Active,2022-01-15,76099.64,heidi.jones@example.com,116691835,Excellent,False,Sales,Illinois,Heidi Jones
EMP1199,Grace,Williams,35,DevOps-Illinois,Active,2024-06-04,94162.06,grace.williams@example.com,2644886945,Average,True,DevOps,Illinois,Grace Williams
EMP1200,Frank,Davis,25,Sales-Nevada,Inactive,2021-08-04,67639.7,frank.davis@example.com,1195243639,Excellent,True,Sales,Nevada,Frank Davis
EMP1201,Charlie,Garcia,35,Cloud Tech-Illinois,Pending,2020-10-16,114172.25,charlie.garcia@example.com,2701168645,Good,True,Cloud Tech,Illinois,Charlie Garcia
EMP1202,Grace,Davis,30,Sales-Nevada,Active,2021-09-26,89124.54,grace.davis@example.com,2252237280,Excellent,True,Sales,Nevada,Grace Davis
EMP1203,Frank,Smith,30,DevOps-Nevada,Pending,2023-11-04,113871.36,frank.smith@example.com,7932302345,Average,False,DevOps,Nevada,Frank Smith
EMP1204,Grace,Brown,30,HR-Texas,Inactive,2021-09-24,62618.4,grace.brown@example.com,7912141613,Excellent,False,HR,Texas,Grace Brown
EMP1205,Heidi,Jones,30,Admin-New York,Active,2020-06-07,70705.45,heidi.jones@example.com,1509377099,Good,False,Admin,New York,Heidi Jones
EMP1206,Alice,Garcia,35,Sales-New York,Pending,2022-02-10,60797.69,alice.garcia@example.com,4090138068,Average,True,Sales,New York,Alice Garcia
EMP1207,Charlie,Brown,40,Cloud Tech-Florida,Inactive,2023-10-17,100371.0,charlie.brown@example.com,8477596554,Poor,True,Cloud Tech,Florida,Charlie Brown
EMP1208,Eva,Miller,40,Admin-Illinois,Active,2021-09-25,117591.76,eva.miller@example.com,5356690550,Good,False,Admin,Illinois,Eva Miller
EMP1209,David,Jones,35,DevOps-Illinois,Inactive,2022-08-03,103860.7,david.jones@example.com,762091842,Average,True,DevOps,Illinois,David Jones
EMP1210,Grace,Davis,30,Admin-Illinois,Active,2024-11-22,67500.22,grace.davis@example.com,5797863049,Average,True,Admin,Illinois,Grace Davis
EMP1211,Frank,Davis,30,Cloud Tech-Nevada,Pending,2024-10-09,58727.44,frank.davis@example.com,5057397690,Poor,True,Cloud Tech,Nevada,Frank Davis
EMP1212,Charlie,Jones,35,Finance-Illinois,Active,2024-08-28,80623.08,charlie.jones@example.com,5671649327,Excellent,True,Finance,Illinois,Charlie Jones
EMP1213,David,Davis,40,HR-Texas,Inactive,2020-04-19,77751.78,david.davis@example.com,9802714871,Excellent,False,HR,Texas,David Davis
EMP1214,Grace,Williams,25,HR-New York,Active,2021-10-14,115157.81,grace.williams@example.com,7178333210,Good,False,HR,New York,Grace Williams
EMP1215,Frank,Jones,30,Admin-Texas,Inactive,2024-08-26,83071.85,frank.jones@example.com,6025643470,Poor,False,Admin,Texas,Frank Jones
EMP1216,Heidi,Brown,40,Sales-Texas,Active,2020-02-08,67914.67,heidi.brown@example.com,2871539914,Excellent,True,Sales,Texas,Heidi Brown
EMP1217,Grace,Jones,25,HR-New York,Inactive,2020-09-06,53342.46,grace.jones@example.com,6686334140,Poor,False,HR,New York,Grace Jones
EMP1218,Heidi,Garcia,25,Cloud Tech-Florida,Pending,2023-01-02,51150.47,heidi.garcia@example.com,1159319524,Excellent,False,Cloud Tech,Florida,Heidi Garcia
EMP1219,David,Davis,30,HR-Florida,Active,2023-06-13,74697.12,david.davis@example.com,6904098365,Average,True,HR,Florida,David Davis
EMP1220,Charlie,Williams,25,Sales-California,Active,2022-12-13,88085.74,charlie.williams@example.com,5528993159,Excellent,True,Sales,California,Charlie Williams
EMP1221,Alice,Williams,40,Finance-Texas,Pending,2022-03-03,118672.76,alice.williams@example.com,8752437728,Poor,False,Finance,Texas,Alice Williams
EMP1222,Alice,Miller,35,Cloud Tech-California,Active,2024-02-10,95997.31,alice.miller@example.com,4209548148,Average,False,Cloud Tech,California,Alice Miller
EMP1223,Frank,Brown,30,Cloud Tech-California,Pending,2021-11-24,106945.62,frank.brown@example.com,7374605232,Average,False,Cloud Tech,California,Frank Brown
EMP1224,Heidi,Johnson,40,DevOps-New York,Active,2020-05-09,100123.15,heidi.johnson@example.com,276420864,Average,False,DevOps,New York,Heidi Johnson
EMP1225,Alice,Johnson,35,Admin-Texas,Active,2024-12-19,52933.42,alice.johnson@example.com,6756618442,Poor,True,Admin,Texas,Alice Johnson
EMP1226,Grace,Jones,30,Finance-California,Active,2024-03-22,95283.03,grace.jones@example.com,8612590471,Good,False,Finance,California,Grace Jones
EMP1227,Alice,Miller,35,HR-Texas,Inactive,2022-06-13,112264.06,alice.miller@example.com,9277423329,Good,False,HR,Texas,Alice Miller
EMP1228,Grace,Smith,35,Admin-Florida,Pending,2022-10-15,75714.28,grace.smith@example.com,5912662014,Good,True,Admin,Florida,Grace Smith
EMP1229,Eva,Jones,25,DevOps-Florida,Active,2022-05-31,92171.73,eva.jones@example.com,7201859625,Poor,False,DevOps,Florida,Eva Jones
EMP1230,Eva,Miller,35,Cloud Tech-Texas,Inactive,2023-09-15,70694.8,eva.miller@example.com,3013674925,Average,True,Cloud Tech,Texas,Eva Miller
EMP1231,Grace,Brown,30,DevOps-Florida,Inactive,2022-07-04,52964.86,grace.brown@example.com,1764750110,Good,True,DevOps,Florida,Grace Brown
EMP1232,Frank,Brown,30,Finance-California,Pending,2024-06-08,116353.31,frank.brown@example.com,1783099973,Poor,True,Finance,California,Frank Brown
EMP1233,Grace,Brown,35,Sales-Nevada,Pending,2020-11-23,116695.26,grace.brown@example.com,1926764920,Good,False,Sales,Nevada,Grace Brown
EMP1234,Heidi,Brown,25,Admin-Texas,Active,2024-05-13,95161.4,heidi.brown@example.com,5182606887,Excellent,False,Admin,Texas,Heidi Brown
EMP1235,Alice,Brown,30,Admin-Nevada,Inactive,2022-01-29,76040.94,alice.brown@example.com,7189813128,Good,True,Admin,Nevada,Alice Brown
EMP1236,Charlie,Miller,30,HR-Florida,Inactive,2023-08-23,69508.28,charlie.miller@example.com,2087510292,Good,False,HR,Florida,Charlie Miller
EMP1237,Alice,Miller,30,Finance-Illinois,Inactive,2023-02-24,58243.27,alice.miller@example.com,2184011844,Average,False,Finance,Illinois,Alice Miller
EMP1238,Heidi,Williams,30,Sales-California,Pending,2022-10-02,64012.48,heidi.williams@example.com,8260340847,Poor,True,Sales,California,Heidi Williams
EMP1239,Bob,Garcia,40,Admin-Nevada,Inactive,2020-06-28,106735.93,bob.garcia@example.com,7297585987,Average,True,Admin,Nevada,Bob Garcia
EMP1240,Frank,Johnson,35,DevOps-Texas,Pending,2023-01-15,70325.36,frank.johnson@example.com,3103032431,Average,False,DevOps,Texas,Frank Johnson
EMP1241,Charlie,Davis,30,HR-Illinois,Active,2020-09-05,118959.28,charlie.davis@example.com,9839542960,Average,True,HR,Illinois,Charlie Davis
EMP1242,David,Brown,40,Cloud Tech-California,Pending,2023-03-18,75823.78,david.brown@example.com,8446267145,Average,False,Cloud Tech,California,David Brown
EMP1243,Charlie,Smith,30,Cloud Tech-Texas,Inactive,2022-03-26,119971.65,charlie.smith@example.com,2831435988,Average,False,Cloud Tech,Texas,Charlie Smith
EMP1244,Grace,Davis,40,Sales-Texas,Active,2021-10-11,94963.7,grace.davis@example.com,2625660930,Good,False,Sales,Texas,Grace Davis
EMP1245,Frank,Miller,30,Sales-Nevada,Pending,2021-01-07,103744.71,frank.miller@example.com,4181861514,Average,False,Sales,Nevada,Frank Miller
EMP1246,Alice,Smith,25,Sales-New York,Inactive,2020-12-03,61337.69,alice.smith@example.com,5423401635,Average,True,Sales,New York,Alice Smith
EMP1247,David,Smith,35,Sales-California,Active,2021-05-28,63741.13,david.smith@example.com,1128497184,Poor,True,Sales,California,David Smith
EMP1248,Eva,Smith,30,DevOps-California,Pending,2022-12-28,56539.99,eva.smith@example.com,9484910255,Excellent,True,DevOps,California,Eva Smith
EMP1249,Charlie,Williams,30,DevOps-Illinois,Pending,2023-05-24,73633.37,charlie.williams@example.com,2588967923,Good,True,DevOps,Illinois,Charlie Williams
EMP1250,Alice,Miller,25,Cloud Tech-Texas,Pending,2024-04-28,90373.99,alice.miller@example.com,822269404,Good,False,Cloud Tech,Texas,Alice Miller
EMP1251,Grace,Smith,30,DevOps-Texas,Inactive,2024-12-25,93901.48,grace.smith@example.com,3967275783,Good,False,DevOps,Texas,Grace Smith
EMP1252,Eva,Brown,40,Admin-Nevada,Inactive,2021-09-01,81748.09,eva.brown@example.com,4683414650,Average,True,Admin,Nevada,Eva Brown
EMP1253,Charlie,Jones,40,Finance-Florida,Inactive,2021-02-21,73813.48,charlie.jones@example.com,1131290147,Average,False,Finance,Florida,Charlie Jones
EMP1254,Frank,Smith,35,Finance-New York,Inactive,2022-11-20,89315.59,frank.smith@example.com,7068277880,Average,False,Finance,New York,Frank Smith
EMP1255,Heidi,Williams,25,HR-Florida,Active,2020-10-15,56776.82,heidi.williams@example.com,6093068537,Poor,False,HR,Florida,Heidi Williams
EMP1256,Grace,Davis,30,Finance-New York,Active,2024-07-24,72920.51,grace.davis@example.com,9097283214,Excellent,True,Finance,New York,Grace Davis
EMP1257,Frank,Miller,30,Admin-Florida,Pending,2022-08-14,84913.18,frank.miller@example.com,2850676250,Average,True,Admin,Florida,Frank Miller
EMP1258,Alice,Garcia,25,Finance-Illinois,Inactive,2021-05-08,65060.11,alice.garcia@example.com,5381447442,Excellent,True,Finance,Illinois,Alice Garcia
EMP1259,Alice,Williams,35,Finance-Illinois,Pending,2023-10-09,82941.08,alice.williams@example.com,963480796,Poor,False,Finance,Illinois,Alice Williams
EMP1260,Bob,Smith,40,Admin-California,Pending,2022-01-19,103469.97,bob.smith@example.com,509754509,Good,True,Admin,California,Bob Smith
EMP1261,Grace,Miller,25,Sales-Illinois,Active,2022-01-12,88725.6,grace.miller@example.com,5265016730,Average,True,Sales,Illinois,Grace Miller
EMP1262,Heidi,Jones,30,HR-Illinois,Pending,2023-06-05,58316.77,heidi.jones@example.com,8826170242,Excellent,True,HR,Illinois,Heidi Jones
EMP1263,Grace,Smith,35,HR-Illinois,Inactive,2024-03-26,60098.72,grace.smith@example.com,7654562840,Excellent,True,HR,Illinois,Grace Smith
EMP1264,Grace,Williams,30,Cloud Tech-Texas,Active,2020-10-07,99951.43,grace.williams@example.com,7722560530,Average,True,Cloud Tech,Texas,Grace Williams
EMP1265,Heidi,Johnson,30,Sales-Illinois,Active,2021-11-02,115195.81,heidi.johnson@example.com,3402665022,Good,True,Sales,Illinois,Heidi Johnson
EMP1266,Grace,Brown,30,DevOps-California,Pending,2021-11-19,85512.05,grace.brown@example.com,7416787255,Good,False,DevOps,California,Grace Brown
EMP1267,Heidi,Garcia,30,HR-Florida,Active,2022-01-24,73186.77,heidi.garcia@example.com,8621102257,Good,False,HR,Florida,Heidi Garcia
EMP1268,Grace,Davis,30,HR-Nevada,Pending,2023-07-12,51865.3,grace.davis@example.com,305690673,Poor,True,HR,Nevada,Grace Davis
EMP1269,David,Williams,25,Sales-Florida,Active,2022-12-09,94031.77,david.williams@example.com,4716392822,Excellent,True,Sales,Florida,David Williams
EMP1270,Grace,Miller,30,DevOps-New York,Active,2023-03-18,116374.36,grace.miller@example.com,4143637188,Excellent,False,DevOps,New York,Grace Miller
EMP1271,Alice,Garcia,40,HR-Florida,Active,2022-04-25,98335.02,alice.garcia@example.com,2392312603,Excellent,False,HR,Florida,Alice Garcia
EMP1272,Heidi,Garcia,25,DevOps-New York,Pending,2021-02-28,89262.07,heidi.garcia@example.com,3260931065,Poor,True,DevOps,New York,Heidi Garcia
EMP1273,Heidi,Garcia,30,Finance-California,Active,2022-07-30,113848.69,heidi.garcia@example.com,8433567085,Excellent,True,Finance,California,Heidi Garcia
EMP1274,Frank,Smith,35,Sales-Florida,Active,2021-05-19,69530.45,frank.smith@example.com,414545634,Poor,True,Sales,Florida,Frank Smith
EMP1275,Eva,Brown,35,DevOps-New York,Pending,2023-12-14,84230.22,eva.brown@example.com,200053473,Good,True,DevOps,New York,Eva Brown
EMP1276,Eva,Smith,35,Cloud Tech-Illinois,Pending,2023-01-17,76578.59,eva.smith@example.com,9162475540,Average,False,Cloud Tech,Illinois,Eva Smith
EMP1277,Frank,Miller,30,HR-Texas,Inactive,2024-01-02,55532.06,frank.miller@example.com,1082555988,Excellent,True,HR,Texas,Frank Miller
EMP1278,Eva,Smith,40,Admin-New York,Pending,2021-07-09,115311.68,eva.smith@example.com,5343961128,Excellent,True,Admin,New York,Eva Smith
EMP1279,Charlie,Johnson,25,Sales-Nevada,Pending,2021-05-05,66972.06,charlie.johnson@example.com,1093371188,Good,True,Sales,Nevada,Charlie Johnson
EMP1280,David,Brown,30,Cloud Tech-Texas,Inactive,2021-11-07,100215.06,david.brown@example.com,5473820235,Average,True,Cloud Tech,Texas,David Brown
EMP1281,Charlie,Brown,25,Sales-New York,Inactive,2023-08-30,115452.25,charlie.brown@example.com,8485571616,Poor,False,Sales,New York,Charlie Brown
EMP1282,Heidi,Miller,30,HR-California,Inactive,2023-08-15,54141.38,heidi.miller@example.com,6880294239,Average,False,HR,California,Heidi Miller
EMP1283,David,Davis,30,DevOps-Nevada,Active,2020-12-24,79251.95,david.davis@example.com,9036788126,Good,False,DevOps,Nevada,David Davis
EMP1284,Alice,Johnson,40,Finance-New York,Pending,2024-11-21,114822.78,alice.johnson@example.com,8686694319,Good,True,Finance,New York,Alice Johnson
EMP1285,Alice,Williams,35,Sales-Illinois,Active,2021-11-17,69919.32,alice.williams@example.com,2939087883,Average,True,Sales,Illinois,Alice Williams
EMP1286,Heidi,Smith,30,Sales-Florida,Inactive,2021-01-29,106616.97,heidi.smith@example.com,4344812307,Poor,False,Sales,Florida,Heidi Smith
EMP1287,Heidi,Jones,35,DevOps-New York,Active,2024-02-17,73597.85,heidi.jones@example.com,3402424032,Poor,True,DevOps,New York,Heidi Jones
EMP1288,David,Smith,30,Sales-Nevada,Inactive,2024-08-20,79939.23,david.smith@example.com,8105955183,Excellent,True,Sales,Nevada,David Smith
EMP1289,Grace,Garcia,25,Admin-New York,Inactive,2021-10-24,87358.27,grace.garcia@example.com,2694500533,Poor,False,Admin,New York,Grace Garcia
EMP1290,Grace,Smith,30,Finance-California,Inactive,2021-09-10,90772.25,grace.smith@example.com,2408916497,Average,False,Finance,California,Grace Smith
EMP1291,Eva,Williams,35,DevOps-New York,Active,2023-09-29,58275.74,eva.williams@example.com,3735439626,Good,False,DevOps,New York,Eva Williams
EMP1292,Grace,Smith,30,DevOps-California,Pending,2020-08-28,94709.79,grace.smith@example.com,3652717271,Excellent,False,DevOps,California,Grace Smith
EMP1293,Frank,Johnson,30,Admin-New York,Active,2022-09-06,60722.99,frank.johnson@example.com,2397240421,Excellent,True,Admin,New York,Frank Johnson
EMP1294,Frank,Johnson,40,DevOps-Illinois,Inactive,2024-03-31,87626.24,frank.johnson@example.com,6931216375,Good,True,DevOps,Illinois,Frank Johnson
EMP1295,David,Brown,30,DevOps-Illinois,Active,2022-12-12,81272.36,david.brown@example.com,1820916600,Poor,False,DevOps,Illinois,David Brown
EMP1296,Bob,Miller,30,Cloud Tech-Texas,Pending,2022-11-01,64150.97,bob.miller@example.com,23142899,Good,True,Cloud Tech,Texas,Bob Miller
EMP1297,Charlie,Davis,35,Sales-Florida,Active,2023-10-25,64378.1,charlie.davis@example.com,1851327971,Poor,False,Sales,Florida,Charlie Davis
EMP1298,Bob,Jones,30,Finance-Texas,Inactive,2020-09-27,85927.35,bob.jones@example.com,4572308480,Good,False,Finance,Texas,Bob Jones
EMP1299,Alice,Garcia,30,Finance-Nevada,Inactive,2024-01-21,51523.93,alice.garcia@example.com,18418619,Average,True,Finance,Nevada,Alice Garcia
EMP1300,Alice,Smith,30,Sales-Texas,Active,2022-05-17,74117.02,alice.smith@example.com,3036625435,Poor,False,Sales,Texas,Alice Smith
EMP1301,Alice,Smith,25,Finance-Texas,Inactive,2022-04-17,62598.69,alice.smith@example.com,1721314518,Average,True,Finance,Texas,Alice Smith
EMP1302,Grace,Williams,35,Finance-Florida,Inactive,2022-02-08,55617.5,grace.williams@example.com,5151092267,Excellent,True,Finance,Florida,Grace Williams
EMP1303,Charlie,Miller,35,Cloud Tech-New York,Pending,2022-03-15,87018.98,charlie.miller@example.com,5926249450,Good,True,Cloud Tech,New York,Charlie Miller
EMP1304,David,Johnson,25,Cloud Tech-California,Inactive,2023-10-11,100336.58,david.johnson@example.com,4754102251,Excellent,True,Cloud Tech,California,David Johnson
EMP1305,Grace,Jones,30,Admin-Florida,Inactive,2020-11-13,69295.48,grace.jones@example.com,6771196420,Excellent,False,Admin,Florida,Grace Jones
EMP1306,Bob,Brown,25,DevOps-Florida,Pending,2024-04-17,115536.66,bob.brown@example.com,5226557675,Excellent,True,DevOps,Florida,Bob Brown
EMP1307,David,Johnson,30,Cloud Tech-Texas,Pending,2020-03-09,81250.87,david.johnson@example.com,9523668787,Excellent,False,Cloud Tech,Texas,David Johnson
EMP1308,Alice,Garcia,30,DevOps-Texas,Inactive,2022-06-17,66403.75,alice.garcia@example.com,7883619688,Good,False,DevOps,Texas,Alice Garcia
EMP1309,Alice,Miller,30,Sales-California,Active,2024-07-28,114147.79,alice.miller@example.com,3135030586,Excellent,False,Sales,California,Alice Miller
EMP1310,Frank,Garcia,30,HR-New York,Pending,2022-12-03,65472.99,frank.garcia@example.com,2105524727,Good,False,HR,New York,Frank Garcia
EMP1311,Alice,Davis,30,Sales-Nevada,Active,2023-07-06,97512.51,alice.davis@example.com,6333021259,Good,True,Sales,Nevada,Alice Davis
EMP1312,Alice,Brown,35,DevOps-Nevada,Inactive,2024-05-28,86712.41,alice.brown@example.com,6501917919,Average,True,DevOps,Nevada,Alice Brown
EMP1313,Grace,Davis,30,HR-Florida,Active,2024-03-25,87654.98,grace.davis@example.com,2521310961,Poor,False,HR,Florida,Grace Davis
EMP1314,David,Williams,35,DevOps-New York,Inactive,2020-04-28,89367.02,david.williams@example.com,2728476569,Poor,False,DevOps,New York,David Williams
EMP1315,Charlie,Garcia,40,Admin-California,Active,2021-11-07,95269.41,charlie.garcia@example.com,4120092819,Good,True,Admin,California,Charlie Garcia
EMP1316,Frank,Williams,25,Sales-Nevada,Active,2020-04-15,68792.31,frank.williams@example.com,6678498435,Average,False,Sales,Nevada,Frank Williams
EMP1317,Alice,Smith,25,Admin-Illinois,Pending,2023-10-07,89119.53,alice.smith@example.com,2418623689,Good,True,Admin,Illinois,Alice Smith
EMP1318,Frank,Davis,35,Cloud Tech-New York,Active,2024-02-27,58212.13,frank.davis@example.com,3628917755,Good,False,Cloud Tech,New York,Frank Davis
EMP1319,Heidi,Miller,30,DevOps-Illinois,Pending,2021-02-22,77764.24,heidi.miller@example.com,6205634110,Good,True,DevOps,Illinois,Heidi Miller
EMP1320,Frank,Garcia,35,Finance-Florida,Pending,2023-08-21,75148.17,frank.garcia@example.com,5950342810,Average,False,Finance,Florida,Frank Garcia
EMP1321,Heidi,Jones,40,Cloud Tech-Nevada,Inactive,2024-04-08,108781.18,heidi.jones@example.com,3904383033,Poor,False,Cloud Tech,Nevada,Heidi Jones
EMP1322,Frank,Brown,35,Finance-Texas,Pending,2024-11-04,65489.19,frank.brown@example.com,1990970050,Average,True,Finance,Texas,Frank Brown
EMP1323,Eva,Johnson,30,Sales-Illinois,Pending,2022-05-05,70663.46,eva.johnson@example.com,4054683564,Excellent,False,Sales,Illinois,Eva Johnson
EMP1324,David,Miller,40,Sales-New York,Inactive,2023-02-01,95822.56,david.miller@example.com,2156818208,Average,False,Sales,New York,David Miller
EMP1325,Eva,Miller,40,DevOps-Nevada,Pending,2022-10-01,82258.03,eva.miller@example.com,6790422710,Average,True,DevOps,Nevada,Eva Miller
EMP1326,Frank,Williams,30,Admin-Nevada,Pending,2022-09-27,62883.34,frank.williams@example.com,3322889856,Average,False,Admin,Nevada,Frank Williams
EMP1327,Alice,Davis,30,Cloud Tech-Texas,Pending,2020-04-09,103503.72,alice.davis@example.com,2545960632,Average,True,Cloud Tech,Texas,Alice Davis
EMP1328,David,Garcia,25,DevOps-New York,Active,2021-03-23,85401.3,david.garcia@example.com,9912971023,Poor,True,DevOps,New York,David Garcia
EMP1329,Heidi,Garcia,40,Cloud Tech-Texas,Pending,2023-02-03,86618.37,heidi.garcia@example.com,8171752420,Excellent,False,Cloud Tech,Texas,Heidi Garcia
EMP1330,Eva,Smith,30,HR-Texas,Pending,2024-07-23,98850.14,eva.smith@example.com,4955112746,Poor,False,HR,Texas,Eva Smith
EMP1331,Charlie,Smith,25,Cloud Tech-Illinois,Active,2021-05-08,63435.24,charlie.smith@example.com,4721970545,Poor,False,Cloud Tech,Illinois,Charlie Smith
EMP1332,Frank,Brown,35,Finance-Texas,Inactive,2022-04-11,82129.84,frank.brown@example.com,6927589550,Average,False,Finance,Texas,Frank Brown
EMP1333,David,Williams,35,DevOps-Texas,Pending,2024-10-23,95492.61,david.williams@example.com,6874090379,Good,False,DevOps,Texas,David Williams
EMP1334,Grace,Miller,40,Finance-Illinois,Inactive,2020-04-24,94572.37,grace.miller@example.com,2146296135,Good,False,Finance,Illinois,Grace Miller
EMP1335,Bob,Garcia,40,Finance-Nevada,Inactive,2023-03-04,118413.05,bob.garcia@example.com,7157787111,Poor,False,Finance,Nevada,Bob Garcia
EMP1336,Alice,Jones,30,Admin-Nevada,Pending,2022-08-31,68976.65,alice.jones@example.com,1663651558,Poor,True,Admin,Nevada,Alice Jones
EMP1337,Eva,Williams,30,Sales-Nevada,Active,2021-01-02,115013.65,eva.williams@example.com,7371470826,Average,False,Sales,Nevada,Eva Williams
EMP1338,David,Brown,30,Admin-Nevada,Inactive,2020-06-06,70949.38,david.brown@example.com,2359096055,Poor,True,Admin,Nevada,David Brown
EMP1339,Grace,Brown,30,HR-Florida,Pending,2020-10-13,105334.87,grace.brown@example.com,7303064420,Average,False,HR,Florida,Grace Brown
EMP1340,Bob,Williams,30,DevOps-California,Active,2020-07-19,80596.18,bob.williams@example.com,2146147682,Good,False,DevOps,California,Bob Williams
EMP1341,Frank,Brown,30,Sales-Illinois,Inactive,2024-05-03,72846.37,frank.brown@example.com,4201654234,Good,True,Sales,Illinois,Frank Brown
EMP1342,Heidi,Williams,40,Admin-California,Pending,2022-02-07,80229.36,heidi.williams@example.com,6778265959,Excellent,False,Admin,California,Heidi Williams
EMP1343,Grace,Johnson,25,Sales-California,Active,2023-12-31,55145.47,grace.johnson@example.com,8931992549,Good,False,Sales,California,Grace Johnson
EMP1344,Grace,Williams,30,DevOps-Florida,Inactive,2022-01-08,85837.98000000001,grace.williams@example.com,2727516479,Poor,True,DevOps,Florida,Grace Williams
EMP1345,Eva,Davis,40,HR-California,Active,2020-09-28,56110.81,eva.davis@example.com,7279103367,Good,False,HR,California,Eva Davis
EMP1346,Grace,Williams,25,Cloud Tech-Texas,Inactive,2023-02-09,56514.5,grace.williams@example.com,2963533904,Average,False,Cloud Tech,Texas,Grace Williams
EMP1347,Frank,Brown,40,Cloud Tech-California,Inactive,2022-03-05,104541.84,frank.brown@example.com,5044817765,Good,False,Cloud Tech,California,Frank Brown
EMP1348,David,Garcia,30,Sales-New York,Pending,2022-02-18,61865.12,david.garcia@example.com,5586851275,Excellent,True,Sales,New York,David Garcia
EMP1349,Eva,Davis,40,Admin-Texas,Active,2022-06-09,69317.33,eva.davis@example.com,5289286645,Good,False,Admin,Texas,Eva Davis
EMP1350,Bob,Brown,35,HR-New York,Pending,2023-07-04,84706.17,bob.brown@example.com,4911110960,Average,False,HR,New York,Bob Brown
EMP1351,Heidi,Smith,25,Admin-California,Active,2022-03-21,73255.21,heidi.smith@example.com,7981789045,Average,False,Admin,California,Heidi Smith
EMP1352,Frank,Smith,40,HR-Florida,Pending,2023-05-02,59528.71,frank.smith@example.com,3378613714,Poor,False,HR,Florida,Frank Smith
EMP1353,David,Garcia,40,HR-New York,Inactive,2021-10-15,70401.37,david.garcia@example.com,7660538443,Good,True,HR,New York,David Garcia
EMP1354,Heidi,Garcia,30,Admin-California,Inactive,2021-07-28,107154.62,heidi.garcia@example.com,4630600024,Average,True,Admin,California,Heidi Garcia
EMP1355,Bob,Davis,30,Admin-Illinois,Pending,2021-01-03,97719.88,bob.davis@example.com,8955296385,Excellent,False,Admin,Illinois,Bob Davis
EMP1356,Heidi,Johnson,30,Finance-California,Pending,2020-05-21,107327.59,heidi.johnson@example.com,3960962625,Poor,False,Finance,California,Heidi Johnson
EMP1357,Grace,Garcia,40,Admin-Nevada,Inactive,2021-05-10,67687.72,grace.garcia@example.com,5826312818,Excellent,True,Admin,Nevada,Grace Garcia
EMP1358,Grace,Smith,40,Cloud Tech-Florida,Pending,2022-09-08,90757.08,grace.smith@example.com,6482531105,Good,True,Cloud Tech,Florida,Grace Smith
